,buyers,contract_value,suppliers
36169,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,MONICA JUDITH RAMIREZ CASTILLO
36170,Instituto de Administración y Avalúos de Bienes Nacionales,0,YELHA SA DE CV
36171,Instituto Nacional de Medicina Genómica,1892.64,QUIMICA VALANER  SA DE CV
36172,Secretaría de Economía,0,BENJAMIN ARGUELLES ARELLANO
36174,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36176,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,431520,"HI TEC MEDICAL, S.A. DE C.V."
36178,Comisión Federal para la Protección contra Riesgos Sanitarios,0,INGENIERIA INTEGRAL ARTE EN ARQUITECTURA SA DE CV
36179,Instituto de Administración y Avalúos de Bienes Nacionales,0,ADOLFO SOSA GOMEZ
36180,Secretaría de Comunicaciones y Transportes,0,PROYECTOS Y OBRAS CARRETERAS MEXICANAS SA DE CV
36181,Instituto de Administración y Avalúos de Bienes Nacionales,0,YELHA SA DE CV
36183,Colegio de Bachilleres,3405218.57,ADMINISTRACION VIRTUAL DEL SERVICIO DE LIMPIEZA SA DE CV
36184,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36185,Instituto de Administración y Avalúos de Bienes Nacionales,0,YELHA SA DE CV
36188,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,CRISTIAN OLIVER MALDONADO VELAZQUEZ
36189,Instituto de Administración y Avalúos de Bienes Nacionales,0,YELHA SA DE CV
36191,Instituto de Administración y Avalúos de Bienes Nacionales,0,CONSULTORIA EN CALIFICACION DE INMUEBLES Y NEGOCIOS SC
36192,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
36193,Instituto de Administración y Avalúos de Bienes Nacionales,0,ENRIQUE DEL CARMEN BAEZA LOPEZ
36194,Secretaría de Comunicaciones y Transportes,0,GRUPO TOPO TECNOLOGIA OBRAS Y PAVIMENTOS OPTIMIZADOS SA DE CV
36196,Secretaría de la Función Pública,0,ISRAEL RICO RODRIGUEZ
36199,Instituto Nacional para la Educación de los Adultos,280650,JOSE ANTONIO VELASCO CONTRERAS
36201,Comisión Nacional del Agua,0,YAZMIN MEJIA SOTO
36202,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36204,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,FRANCIA SONIA BALLESCA Y GUERRA
36205,Instituto Nacional de Migración,0,DANYA PAOLA BAZÁN MARTÍNEZ 
36206,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36208,Instituto Nacional de Medicina Genómica,14105.76,ACCESORIOS PARA LABORATORIOS  S.A. DE C.V.
36210,Comisión Nacional del Agua,0,GERARDO CESAR IBARRA ROBLES
36211,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
36212,Instituto de Administración y Avalúos de Bienes Nacionales,0,ADOLFO SOSA GOMEZ
36219,Comisión Nacional Bancaria y de Valores,0,PINEDA CORONA BLANCA ESTELA
36221,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36222,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36223,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALBERTO EDGAR VARGAS CABRERA
36224,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36225,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,MARIA DEL ROCIO ELIZALDE CHAVEZ 
36228,Instituto Mexicano de Cinematografía,248232.32,CLAUDIA RAMOS HERNANDEZ
36229,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36231,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36232,XE-IPN Canal 11,0,DAVID GALLO PINEDA 
36233,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,IDALID JUDITH ALCALA 
36234,Instituto de Administración y Avalúos de Bienes Nacionales,0,MARIO ASUNCION ROBLES MEJIA
36235,Servicios a la Navegación en el Espacio Aéreo Mexicano,0,HOTELERA PLAZA DALI SA DE CV
36236,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,SANDRA LUZ GONZALEZ BLANCO
36237,Instituto de Administración y Avalúos de Bienes Nacionales,0,MARIO ASUNCION ROBLES MEJIA
36238,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,MARIA FERNANDA MARTINEZ VELASCO
36239,Comisión Nacional del Agua,0,CONTROLES GRAFICOS SA DE CV
36240,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,36515,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV
36248,Secretaría de la Función Pública,0,VERONICA LOZADA ROMERO
36252,Secretaría de Desarrollo Social,0,ESTAFETA MEXICANA SA DE CV
36253,Secretaría de Desarrollo Social,0,"METLIFE MEXICO, S.A."
36254,Instituto Nacional de Migración,0,CORPORATIVO LE BON CUSINE S.A. DE C.V. 
36256,Secretaría de la Función Pública,0,MARIA TERESA PAZ FLORES
36263,Instituto Mexicano de Cinematografía,335844,_ _ _
36265,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
36273,Procuraduría General de la República,0,INICIATIVA RESUSTENTA AC
36274,Secretaría de la Función Pública,0,BERTHA CECILIA FAJARDO RODRIGUEZ
36275,Secretaría de Comunicaciones y Transportes,0,ELECTROPURA S DE R.L. DE C.V.
36276,Comisión Nacional Bancaria y de Valores,0,Nayeli Segura Rodriguez
36278,Secretaría de Cultura,0, RICARDO GALVAN GUEVARA 
36280,Instituto Nacional de la Economía Social,0,REISCO OPERADORA DE SERVICIOS SA DE CV
36281,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,SKY MANAGER CORPORATION S. A. DE C. V.
36283,Instituto Nacional de Migración,0,COMERCIALIZADORA CATO SA DE CV
36285,Servicio de Protección Federal,237001.18,COMERCIALIZADORA BANDICK SA DE CV
36286,Instituto Nacional de Bellas Artes y Literatura,0,MACEDONIO CERVANTES MEJIA
36287,Servicio de Administración Tributaria,0,OPERADORA DE PROGRAMAS DE ABASTO MULTIPLE SA DE CV
36290,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",1026774,LADO BUSINESS ENTERTAINMENT SA DE CV
36291,Instituto Nacional de Migración,0,LUIS CESAR RUIZ KAMPFNER
36292,Instituto Nacional de Migración,0,ALEJANDRO BUTRON ROSALES 
36293,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,6933737.6,ABALAT SA DE CV
36294,Comisión Nacional del Agua,0,ASOCIACION MEXICANA DE HIDRAULICA AC
36297,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,ERIK GUILLERMO MARQUEZ RAMIREZ
36299,Instituto Mexicano de Cinematografía,81330.51,ALBERTO CORTES CALDERON
36300,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
36302,Consejo Nacional de Evaluación de la Política de Desarrollo Social,240000,READSPEAKER WEBSERVICES S.L.
36305,Secretaría de Comunicaciones y Transportes,0,ZEONAT CONSTRUCCIONES SC
36308,Instituto Nacional de Migración,0,EL SABOR DE SAN LUIS SA DE CV
36310,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36311,Instituto Mexicano de la Juventud,297926.59,JUAN CARLOS RICO CAMPOS
36312,Secretaría de Comunicaciones y Transportes,0,GRUPO DAYAFER Y ASOCIADOS SA DE CV
36315,Secretaría de Marina,0,"PROTACTIC, S.A. DE C.V."
36316,Secretaría de Desarrollo Social,0,JUAN CARLOS MARTINEZ OVANDO
36318,Instituto de Administración y Avalúos de Bienes Nacionales,0,CELESTE VALUACIONES SA DE CV
36322,Secretaría de Cultura,0,MARIO ALBERTO VILLEDA ARAUZA
36324,"Hospital General ""Dr. Manuel Gea González""",2026177.22,"COMERCIALIZADORA METROGAS, S.A. DE C.V."
36329,Instituto Nacional de Pesca,99124.32,MARIA DEL CARMEN GONZALEZ DEL TORO
36330,Secretaría de Marina,0,SUMIPAC DISTRIBUCION SA DE CV
36331,Instituto de Administración y Avalúos de Bienes Nacionales,0,RAFAEL LEON GUZMAN
36332,Secretaría de Marina,0,BLANCA ESTELA LOPEZ LEON
36333,Instituto Nacional de Migración,0,GRAFICAS CORONA J.E. SA DE CV
36335,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
36339,Instituto de Administración y Avalúos de Bienes Nacionales,0,EUGENIO MONTEJANO MORAN
36340,Instituto Nacional de Pesca,148222.22,CESAR GALAN HERNANDEZ
36342,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JESUS ERNESTO JIMÉNEZ CASANOVA
36343,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,AXEL GUERRERO GUTIERREZ
36346,Instituto Nacional de Migración,0,SERVICIOS INTEGRALES PESADOS SA DE CV
36347,Instituto Nacional de Salud Pública,77000,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE MORELOS
36348,Secretaría de la Defensa Nacional,0,PRODUCE-EVENTOS PROFESIONALES SA DE CV
36349,Instituto Nacional de Migración,0,NOVEDADES DE ACAPULCO SA DE CV
36352,Instituto Nacional de Antropología e Historia,0, CLAUDIA ALEJANDRA HERNÁNDEZ PINEDA 
36353,Secretaría de Cultura,0,JUAN RAMÍREZ PAULINO
36354,Procuraduría General de la República,0,FARMACEUTICA ALTHOS SA DE CV
36355,Secretaría de Cultura,0,VÍCTOR GUILLERMO QUIROGA SÁNCHEZ
36358,"Hospital General de México ""Dr. Eduardo Liceaga""",28454.88,GERMAN COSME GONZALEZ
36363,Instituto de Administración y Avalúos de Bienes Nacionales,0,ADOLFO SOSA GOMEZ
36364,Secretaría de Cultura,0,MARIA GUADALUPE GONZALEZ CHAVEZ
36366,Secretaría de Cultura,0,MARÍA DE LOS ÁNGELES ORTUÑO LÓPEZ
36372,Secretaría de Cultura,0,ROBERTO NAJERA RIVERO
36373,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36375,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,RAUL ADRIAN BAUTISTA RAMIREZ
36376,Secretaría de Cultura,0,ENRIQUE JOSÉ LUIS MIRANDA LOZANO
36378,Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros,0,QPN TORREON SA DE CV
36379,Dirección General de Conservación de Carreteras,2898244.88,LAROGY CONSTRUCTORA S.A. DE C.V.
36380,Secretaría de Cultura,0,VALERIA ALCAZAR REYES
36381,Secretaría de Marina,0,MERCANTIL MIKOM SA DE CV
36383,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALFONSO BOLIO GOMEZ
36384,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
36386,Secretaría de Cultura,0,NATALIA MARTÍNEZ LUNA
36389,Instituto Nacional de Migración,0,BEBIDAS REFRESCANTES DE NOGALES S A P I DE CV
36391,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36393,Consejo Nacional para Prevenir la Discriminación,216171.47999999998,KAREN DEL ROCIO CASTILLO PULIDO
36397,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
36398,Secretaría de Relaciones Exteriores,0,DAMTSA METALMECANICA SA DE CV
36403,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
36407,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,166626.8,INTEGRACION E INNOVACIONES MEDICAS SA DE CV
36409,Secretaría de Marina,0,COMERCIALIZADORA Y EXPORTADORA DE SONORA SA DE CV
36411,Dirección General de Industria Militar,34635.74,"BIOCARBONOS TREOL MEXICO, S.A. DE C.V."
36414,Secretaría de la Función Pública,0,EDGAR MAURICIO GARNICA HURTADO
36416,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36419,Instituto Mexicano de la Radio,9280,_ _ _
36420,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36422,Comisión Nacional del Sistema de Ahorro para el Retiro,0,OSCAR LUIS MAYORGA FLORES
36423,Secretaría de Salud,0,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES
36424,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JULIO CESAR MERINO VIVEROS
36425,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",0,CARLOS ALBERTO CRUZ REYES
36429,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36430,Procuraduría Federal de Protección al Ambiente,0,ROMAXITEX S DE RL DE CV
36434,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
36435,Secretaría de Comunicaciones y Transportes,0,FERNANDO REYES FARIAS
36437,delegación SEDESOL en Durango,3238.19,ABASTECEDORA DE CONSUMIBLES  DE COMPUTO Y OFICINA SA DE CV
36441,Procuraduría General de la República,0,YOLANDA CIELO LÓPEZ GUERRA TAPIA
36443,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36446,"Servicio Nacional de Sanidad, Inocuidad y Calidad Agroalimentaria",0,CARLOS ALBERTO CRUZ REYES
36447,Secretaría de Turismo,0,EDENRED MEXICO SA DE CV
36449,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36451,Secretaría de Relaciones Exteriores,0,BRETT DUEL UNDERDAHL
36453,Secretaría de Cultura,0,CAPITAL NEWS SA DE CV
36454,Dirección General de Desarrollo Ferroviario y Multimodal,386619023.09,SENERMEX INGENIERIA Y SISTEMAS S.A. DE C.V.
36455,Secretaría de Comunicaciones y Transportes,0,BAP MEDIOS S DE RL DE CV
36456,Secretaría de Hacienda y Crédito Público,0,L.R.H.G. INFORMATIVO SA DE CV
36458,Secretaría de Comunicaciones y Transportes,0,SALUD OCUPACIONAL OLIVARES SA DE CV
36461,Instituto de Administración y Avalúos de Bienes Nacionales,0,GABRIEL BAQUEIRO GOMEZ PEDROZO
36466,Comisión Nacional del Agua,0,"GRUPO CONSTRUCTOR DE INFRAESTRUCTURA, CAMINOS Y ELECTRIFICACIONES GADAL SA DE CV"
36467,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
36468,Secretaría de Marina,0,CENTENO GALLARDO ARQUITECTOS SA DE CV
36470,Instituto de Administración y Avalúos de Bienes Nacionales,0,PARAMETRIX SC
36471,"Compañía Operadora del Centro Cultural y Turístico de Tijuana, S.A. de C.V.",246529.88,TENEDORA ELCOLI SA DE CV
36475,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36476,Secretaría de Medio Ambiente y Recursos Naturales,0,SEGUROS SURA SA DE CV
36478,Instituto Nacional de Antropología e Historia,0,"DIMSA HVAC&R, S.A. DE C.V."
36480,Secretaría de Comunicaciones y Transportes,0,CAMYTERRA SA DE CV
36481,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,JOSE LUIS FLORES QUEZADA 
36483,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,3497577.48,PEGO MEDICAL SA DE CV
36484,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,202261.08,INDUSTRIAS BIOVIN S.A DE C.V.
36485,Comisión Nacional del Agua,0,MEDICA DEL FUTURO AC
36486,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,ATENAS REYES PEREZ
36487,Secretaría de Economía,0,MASTER CLEAN DE ZACATECAS SA DE CV
36488,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36489,Instituto de Administración y Avalúos de Bienes Nacionales,0,CELESTE VALUACIONES SA DE CV
36490,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36491,Instituto de Administración y Avalúos de Bienes Nacionales,0,ANALISIS ECONOMICOS PROFESIONALES SA DE CV
36494,Instituto Nacional de Bellas Artes y Literatura,0,"SOUL ARTS PRODUCTIONS, S.A. DE C.V."
36495,Secretaría de Comunicaciones y Transportes,0,SEÑALES Y PROYECTOS
36497,Instituto Nacional de las Mujeres,1900000,RED SINAPTIKA ESTRATEGICA S.A DE C.V.
36498,Presidencia de la República,0,"SOFTWARE BLANCCO, S.A. DE C.V."
36499,Instituto Nacional de Bellas Artes y Literatura,0,LOUISE MARIE PHELAN
36500,Instituto de Administración y Avalúos de Bienes Nacionales,0,VALPO VALUACION PROFESIONAL ORGANIZADA SA DE CV
36501,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
36503,Secretaría de Comunicaciones y Transportes,0,JET VAN CAR RENTAL SA DE CV
36504,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,GUADALUPE LIDIA GONZALEZ RAMIREZ
36505,Comisión Nacional del Agua,34924843.57,SISTEMAS AVANZADOS EN INGENIERIA CIVIL  S.A DE C.V.
36508,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36510,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,SI VALE MEXICO SA DE CV
36513,Presidencia de la República,0,CENTRO DE INSTRUMENTACION Y REGISTRO SISMICO AC
36515,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36517,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
36519,Instituto Nacional de Desarrollo Social,0,FERNANDO VILLA CARRASCO
36520,Administración Federal de Servicios Educativos en el Distrito Federal,0,FEGGY OSTROSKY SHEJET
36521,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,78648,ANA GABRIELA RAMIREZ LARIOS
36522,Servicio de Administración Tributaria,7294.03,SERVICIO POSTAL  MEXICANO
36523,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
36524,delegación SEDESOL en México,96000,SECRETARIA DE DESARROLLO SOCIAL DELEGACION ESTADO DE MEXICO
36526,Dirección General de Carreteras,5387326.58,ESTREM S.A. DE C.V.
36527,Secretaría de Comunicaciones y Transportes,0,COMERCIALIZADORA CIPAC SA DE CV
36528,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36533,Comisión Nacional Bancaria y de Valores,0,DIAZ ARANDA CARLOS FERNANDO
36535,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,ROBERTO LEO PORRAZ
36538,"Secretaría de Desarrollo Agrario, Territorial y Urbano",0,ARACELI JIMENEZ CERVANTES
36541,Secretaría de Comunicaciones y Transportes,0,EL CAMINERO CONSTRUCCIONES SA DE CV
36543,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",0,JOSE FRANCISCO JAVIER LOPEZ GARCIA
36544,Comisión Nacional Bancaria y de Valores,0,GREGORIO JOSE BLANCO PAZ
36546,Servicio de Administración Tributaria,466836.19,RODOLFO ENRIQUE DOMINGUEZ  TOVAR
36549,Secretaría de Comunicaciones y Transportes,0,CONSTRUCTORA CONOBE SA DE CV
36552,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36554,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,AUTOTRANSPORTES ZUÑIGA SA DE CV
36556,Servicio de Administración Tributaria,4524,JOSE ARIEL FELIX ORTIZ
36557,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO AVALUO SC
36558,Centro SCT Jalisco,60764036.61,INMOBILIARIA COTRAMON S.A. DE C.V.
36559,Fondo Nacional de Fomento al Turismo,2986338.94,"SERVICIOS INMOBILIARIOS Y DE INGENIERIA, S. A. DE C. V."
36560,Coordinación Nacional de PROSPERA Programa de Inclusión Social,0,JORGE QUIÑONES ORTIZ
36561,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,1598404.65,CONTROL TECNICO Y REPRESENTACIONES  S A  DE  C V
36565,Secretaría de Comunicaciones y Transportes,0,FERREMAQUINARIA Y CONSTRUCCIONES SOTAR S DE RL DE CV
36566,Secretaría de Comunicaciones y Transportes,0,JOSE ANTONIO TORRES GOMEZ
36567,Secretaría de Marina,0,MULTIEQUIPOS Y CONSUMIBLES SA DE CV
36568,Secretaría de Desarrollo Social,0,EL FINANCIERO MARKETING SA DE CV
36569,Instituto de Administración y Avalúos de Bienes Nacionales,0,GRUPO VALENZUELA PORCHAS SA DE CV
36571,Secretaría de Cultura,0,REPRESENTACIONES ARINDER S.C.
36573,Comisión Nacional del Agua,34370.21,SANDRA LUZ LOARCA  MUÑOZ
36574,Instituto de Administración y Avalúos de Bienes Nacionales,0,GOVYNDAYA DESARROLLO INMOBILIARIO SA DE CV
36575,Instituto Nacional de Pesca,36753,LUCERO ANGELICA  DE LA CRUZ SALAS
36577,Comisión Nacional del Agua,188295.66,POLICIA INDUSTRIAL BANCARIA DEL ESTADO DE HIDALGO
36579,Centro SCT México,7966095.23,CARRETERAS Y CONSTRUCCIONES IVERJOL S.A. DE C.V.
36580,Instituto de Administración y Avalúos de Bienes Nacionales,0,ALENCA SC
36581,Secretaría de Medio Ambiente y Recursos Naturales,0,AMELIA HERNANDEZ UGALDE
36582,Instituto de Administración y Avalúos de Bienes Nacionales,0,M&M INGENIERIA Y VALUACION SA DE CV
36585,Servicios de Atención Psiquiátrica,0,ISRAEL VELASCO ITURBE
36590,Comandancia de la Fuerza Aérea Mexicana,14192416.299999999,"AIRBUS HELICOPTERS MEXICO, S.A. DE C.V."
